Incidence, US by County, All Races, Prostate (Male), 2013 - 2017
Area,County FIPS,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,Count
"Maury, Tennessee","47119","124.7","111.2","139.5","335"
"Dorchester, Maryland","24019","124.7","105.0","147.7","148"
"Pickens, Georgia","13227","124.7","105.0","147.6","156"
"Boundary, Idaho","16021","124.7","93.2","165.2","56"
"Pamlico, North Carolina","37137","124.7","97.4","159.8","76"
"Randolph, North Carolina","37151","124.6","114.2","135.8","556"
"Plaquemines, Louisiana","22075","124.5","96.5","157.9","73"
"Clarke, Georgia","13059","124.5","109.9","140.3","283"
"Bullock, Alabama","1011","124.5","87.7","172.3","40"
"Madison, New York","36053","124.5","110.5","140.0","301"
"Madison, Tennessee","47113","124.5","111.6","138.5","360"
"Caddo, Louisiana","22017","124.4","116.2","133.1","900"
"James City, Virginia","51095","124.4","111.6","138.5","360"
"Jefferson, Louisiana","22051","124.4","118.2","130.8","1635"
"Natchitoches, Louisiana","22069","124.4","104.2","147.7","138"
"Teton, Montana","30099","124.4","84.4","181.1","31"
"Cuyahoga, Ohio","39035","124.4","120.8","128.0","4797"
"Rockingham, North Carolina","37157","124.3","112.2","137.5","406"
"Benton, Indiana","18007","124.3","85.2","176.4","34"
"Traill, North Dakota","38097","124.2","85.7","175.9","35"
"Grant, South Dakota","46051","124.2","86.1","176.1","35"
"Cabarrus, North Carolina","37025","124.1","114.3","134.5","632"
"Alexander, Illinois","17003","124.1","84.2","180.0","32"
"Middlesex, New Jersey","34023","124.1","119.3","128.9","2777"
"Pierce, Nebraska","31139","124.0","83.2","180.0","30"
"Iredell, North Carolina","37097","123.9","114.2","134.3","632"
"Garrard, Kentucky","21079","123.9","95.9","158.3","71"
"Lonoke, Arkansas","5085","123.8","107.6","141.7","226"
"St. Helena, Louisiana","22091","123.7","90.0","167.8","46"
"Miller, Georgia","13201","123.7","80.7","185.1","26"
"DeSoto, Mississippi","28033","123.7","112.9","135.3","522"
"Hall, Georgia","13139","123.6","113.8","134.0","618"
"Sangamon, Illinois","17167","123.5","114.5","133.1","741"
"Jefferson, Pennsylvania","42065","123.5","106.8","142.4","202"
"Dale, Alabama","1045","123.5","106.1","143.2","186"
"Moore, North Carolina","37125","123.5","112.2","135.8","455"
"El Paso, Texas","48141","123.4","118.2","128.8","2175"
"Blaine, Idaho","16013","123.4","98.5","153.3","94"
"Laramie, Wyoming","56021","123.3","110.5","137.1","360"
"Franklin, Ohio","39049","123.3","119.1","127.7","3518"
"Weakley, Tennessee","47183","123.2","102.4","147.3","128"
"Howard, Nebraska","31093","123.1","82.5","179.6","30"
"Chicot, Arkansas","5017","123.1","88.3","168.0","43"
"Clay, Illinois","17025","123.1","92.8","161.2","58"
"Waukesha, Wisconsin","55133","123.0","117.0","129.3","1658"
"Forsyth, Georgia","13117","123.0","112.8","133.9","597"
"Kimble, Texas","48267","123.0","81.4","188.0","28"
"Daviess, Kentucky","21059","122.9","110.4","136.4","370"
"Marshall, Tennessee","47117","122.9","101.2","148.0","121"
"Allen, Ohio","39003","122.9","110.8","135.9","401"
"Dinwiddie, Virginia","51053","122.8","100.7","148.9","114"
"Jefferson, Idaho","16051","122.8","95.8","154.9","76"
"Humphreys, Mississippi","28053","122.7","81.0","179.4","30"
"Davis, Iowa","19051","122.6","84.8","172.9","35"
"Milam, Texas","48331","122.6","100.1","149.2","107"
"Putnam, Georgia","13237","122.6","99.8","150.1","109"
"Bryan, Georgia","13029","122.5","98.2","150.9","96"
"St. Louis, Missouri","29189","122.5","118.5","126.6","3786"
"Swain, North Carolina","37173","122.4","91.9","160.6","57"
"Missaukee, Michigan","26113","122.3","95.0","156.3","71"
"Chesterfield, Virginia","51041","122.3","115.1","129.9","1165"
"Kingsbury, South Dakota","46077","122.3","79.2","186.0","26"
"Warren, Indiana","18171","122.3","86.2","171.0","38"
"Jefferson, Montana","30043","122.2","91.7","161.9","64"
"Fond du Lac, Wisconsin","55039","122.2","110.4","135.1","411"
"Lafourche, Louisiana","22057","122.2","109.1","136.4","335"
"Oglethorpe, Georgia","13221","122.1","91.4","160.5","58"
"Gilmer, West Virginia","54021","122.1","83.5","174.1","33"
"Somerset, New Jersey","34035","122.0","114.8","129.5","1158"
"Belknap, New Hampshire","33001","122.0","108.3","137.3","306"
"Cecil, Maryland","24015","122.0","109.4","135.6","379"
"Panola, Mississippi","28107","122.0","100.4","147.0","119"
"Concordia, Louisiana","22029","121.9","95.2","154.1","74"
"Wayne, Illinois","17191","121.8","95.0","154.7","73"
"New York, New York","36061","121.8","118.5","125.2","5264"
"Robeson, North Carolina","37155","121.8","110.4","134.0","455"
"Douglas, Illinois","17041","121.7","95.2","153.7","75"
"Tehama, California","6103","121.7","107.3","137.7","267"
"Chowan, North Carolina","37041","121.7","93.5","157.3","67"
"Twiggs, Georgia","13289","121.6","85.6","170.8","40"
"Sumner, Tennessee","47165","121.6","112.0","131.8","634"
"Converse, Wyoming","56009","121.6","90.4","160.8","55"
"Delta, Michigan","26041","121.5","104.2","141.5","182"
"Davidson, Tennessee","47037","121.5","115.8","127.4","1879"
"Jackson, Louisiana","22049","121.5","93.8","155.7","67"
"Trimble, Kentucky","21223","121.5","82.0","174.3","33"
"Cass, Nebraska","31025","121.5","98.3","149.1","102"
"Mercer, Pennsylvania","42085","121.4","110.8","132.8","500"
"Columbus, North Carolina","37047","121.4","105.8","138.8","233"
"Colonial Heights, Virginia","51570","121.4","93.2","156.2","64"
"Lincoln, South Dakota","46083","121.4","101.7","143.7","147"
"Forsyth, North Carolina","37067","121.3","114.5","128.4","1240"
"Dona Ana, New Mexico","35013","121.3","112.4","130.8","703"
"Union, South Dakota","46127","121.3","91.3","158.7","59"
"Perquimans, North Carolina","37143","121.3","94.6","155.3","74"
"Troup, Georgia","13285","121.3","105.9","138.4","236"
"Worcester, Maryland","24047","121.3","107.2","137.2","281"
"White, Illinois","17193","121.2","92.6","157.0","63"
"La Salle, Illinois","17099","121.1","109.9","133.2","448"
"Georgetown, South Carolina","45043","121.1","107.1","136.8","312"
"Taylor, Georgia","13269","121.0","83.3","172.4","34"
"Oneida, Wisconsin","55085","121.0","104.7","139.9","205"
"Winston, Mississippi","28159","121.0","94.7","153.0","75"
"Lincoln, Georgia","13181","121.0","86.6","168.7","42"
"Chelan, Washington","53007","120.9","107.5","135.6","312"
"Morgan, Tennessee","47129","120.9","96.6","150.1","91"
"Fulton, New York","36035","120.9","105.2","138.5","224"
"LaMoure, North Dakota","38045","120.9","74.6","192.2","22"
"Northampton, Pennsylvania","42095","120.8","113.8","128.0","1187"
"Jackson, Oklahoma","40065","120.8","95.7","150.5","82"
"Tift, Georgia","13277","120.7","100.5","143.9","130"
"Woodford, Illinois","17203","120.7","102.3","141.8","159"
"Walton, Georgia","13297","120.7","107.0","135.7","303"
"Johnson, Kentucky","21115","120.7","96.1","150.1","90"
"Dukes, Massachusetts","25007","120.7","95.1","152.3","84"
"Newton, Georgia","13217","120.7","106.9","135.8","305"
"Prowers, Colorado","8099","120.7","87.4","163.2","46"
"Nelson, Virginia","51125","120.6","95.7","152.4","86"
"Saratoga, New York","36091","120.6","112.5","129.2","879"
"Grays Harbor, Washington","53027","120.5","107.7","134.7","339"
"Taylor, Kentucky","21217","120.5","97.0","148.3","95"
"Prince Edward, Virginia","51147","120.5","94.3","152.3","75"
"Accomack, Virginia","51001","120.4","102.2","141.4","161"
"Talbot, Maryland","24041","120.4","103.5","139.9","197"
"Rowan, North Carolina","37159","120.4","110.1","131.5","531"
"Fayette, Tennessee","47047","120.4","103.0","140.4","183"
"Falls, Texas","48145","120.4","93.6","153.3","70"
"Clark, Wisconsin","55019","120.3","100.6","143.0","136"
"Tangipahoa, Louisiana","22105","120.3","108.4","133.2","408"
"Stewart, Georgia","13259","120.3","74.3","187.0","22"
"Chickasaw, Mississippi","28017","120.2","91.2","156.0","61"
"Morgan, Indiana","18109","120.2","105.6","136.3","267"
"Hancock, Georgia","13141","120.2","83.9","169.1","40"
"Lyon, Kentucky","21143","120.1","85.7","167.0","42"
"Washington, Kentucky","21229","120.1","87.4","162.2","47"
"Douglas, Nebraska","31055","120.0","113.9","126.3","1586"
"Carroll, Maryland","24013","120.0","110.6","130.1","643"
"Wilson, North Carolina","37195","120.0","106.3","135.0","299"
"Macon, Illinois","17115","120.0","108.5","132.4","424"
"Warren, New Jersey","34041","120.0","108.6","132.5","427"
"Oklahoma, Oklahoma","40109","119.9","114.9","125.1","2311"
"Monroe, Kentucky","21171","119.8","85.9","164.0","44"
"Cerro Gordo, Iowa","19033","119.8","102.7","139.2","184"
"Clarendon, South Carolina","45027","119.8","101.3","141.3","158"
"Cheatham, Tennessee","47021","119.7","99.7","142.8","144"
"Monroe, Indiana","18105","119.7","107.7","132.7","385"
"Carroll, Mississippi","28015","119.7","86.8","162.8","47"
"Marathon, Wisconsin","55073","119.7","109.5","130.6","532"
"Bell, Texas","48027","119.6","111.3","128.4","806"
"Alfalfa, Oklahoma","40003","119.6","79.0","176.4","28"
"Martin, Kentucky","21159","119.6","84.1","165.3","40"
"Calhoun, Alabama","1015","119.6","107.9","132.3","413"
"Garza, Texas","48169","119.6","69.9","190.7","18"
"Clinton, Michigan","26037","119.5","105.9","134.4","297"
"Lewis and Clark, Montana","30049","119.5","104.9","135.7","267"
"Henrico, Virginia","51087","119.4","112.1","127.1","1045"
"Iberia, Louisiana","22045","119.3","104.1","136.1","236"
"Gregg, Texas","48183","119.3","107.6","132.0","395"
"Allegany, New York","36003","119.3","102.8","138.0","195"
"Delaware, Pennsylvania","42045","119.3","113.9","124.9","1957"
"Fairfield, Connecticut","9001","119.3","115.1","123.6","3212"
"Childress, Texas","48075","119.2","74.1","181.4","22"
"Sussex, New Jersey","34037","119.2","109.2","129.9","586"
"Pike, Mississippi","28113","119.2","100.0","141.4","141"
"Deschutes, Oregon","41017","119.2","110.8","128.2","794"
"Newport News, Virginia","51700","119.1","108.7","130.2","510"
"Northumberland, Virginia","51133","119.0","93.1","153.6","83"
"Kingfisher, Oklahoma","40073","119.0","89.0","156.5","54"
"Hartford, Connecticut","9003","118.9","114.7","123.2","3216"
"Glenn, California","6021","118.9","96.5","145.3","101"
"Lincoln, Louisiana","22061","118.9","98.7","141.9","129"
"Spartanburg, South Carolina","45083","118.9","111.6","126.6","1036"
"Hamilton, Indiana","18057","118.8","110.6","127.5","855"
"Scott, Mississippi","28123","118.8","95.3","146.6","93"
"Marion, Iowa","19125","118.8","98.5","142.2","125"
"Tucker, West Virginia","54093","118.7","82.8","168.9","38"
"Screven, Georgia","13251","118.7","88.5","157.0","56"
"Hardin, Kentucky","21093","118.7","105.7","132.8","329"
"Nevada, Arkansas","5099","118.7","83.6","165.8","38"
"Saline, Arkansas","5125","118.7","107.7","130.6","443"
"Choctaw, Mississippi","28019","118.7","82.3","168.0","36"
"Richmond, New York","36085","118.6","112.7","124.7","1624"
"Camden, North Carolina","37029","118.6","83.7","164.8","40"
"Sampson, North Carolina","37163","118.5","103.3","135.4","230"
"Catawba, North Carolina","37035","118.5","108.9","128.8","597"
"Scott, Iowa","19163","118.5","108.8","128.9","587"
"Nelson, Kentucky","21179","118.5","100.2","139.3","162"
"Albany, New York","36001","118.4","111.2","126.0","1075"
"Fergus, Montana","30027","118.3","89.8","155.1","60"
"Carroll, New Hampshire","33003","118.3","104.3","134.3","275"
"Champaign, Illinois","17019","118.3","108.4","128.8","560"
"Crittenden, Arkansas","5035","118.2","99.0","140.0","146"
"Hancock, Maine","23009","118.1","103.7","134.4","262"
"Phillips, Montana","30071","118.1","72.8","188.4","21"
"Webster, Nebraska","31181","118.1","68.4","198.1","17"
"Waynesboro, Virginia","51820","118.0","93.0","148.0","78"
"O'Brien, Iowa","19141","118.0","90.3","152.7","63"
"Banks, Georgia","13011","118.0","90.3","152.0","67"
"Peoria, Illinois","17143","118.0","108.8","127.7","646"
"Outagamie, Wisconsin","55087","118.0","108.5","128.1","607"
"Los Alamos, New Mexico","35028","118.0","92.7","149.1","78"
"Lincoln, Mississippi","28085","117.9","97.9","141.1","128"
"Ashley, Arkansas","5003","117.9","94.2","146.5","89"
"Pontotoc, Mississippi","28115","117.9","95.8","143.8","104"
"Montgomery, Mississippi","28097","117.8","85.0","161.0","44"
"Calhoun, Arkansas","5013","117.8","74.7","181.5","24"
"Atlantic, New Jersey","34001","117.7","110.4","125.3","1014"
"Utah, Utah","49049","117.7","110.3","125.4","989"
"Henry, Alabama","1067","117.6","92.3","148.9","79"
"Rockingham, New Hampshire","33015","117.6","110.9","124.6","1241"
"Wilcox, Georgia","13315","117.6","81.8","164.7","36"
"Desha, Arkansas","5041","117.6","85.3","159.4","47"
"Montgomery, Arkansas","5097","117.6","86.8","159.4","50"
"San Benito, California","6069","117.5","100.3","136.8","180"
"Fremont, Iowa","19071","117.5","80.2","169.6","33"
"Habersham, Georgia","13137","117.5","100.0","137.6","165"
"Saline, Nebraska","31151","117.4","85.9","157.0","48"
"Marshall, Iowa","19127","117.4","99.5","137.9","157"
"Fremont, Idaho","16043","117.3","86.3","156.4","49"
"Pepin, Wisconsin","55091","117.2","79.5","169.2","32"
"Clay, South Dakota","46027","117.2","80.4","165.1","35"
"Christian, Illinois","17021","117.1","98.0","139.1","136"
"Marion, West Virginia","54049","117.1","101.8","134.2","221"
"Cleveland, North Carolina","37045","117.1","105.3","130.1","375"
"Ingham, Michigan","26065","117.1","109.0","125.6","836"
"Blaine, Oklahoma","40011","117.1","83.3","162.0","40"
"Box Elder, Utah","49003","117.0","99.0","137.3","155"
"Baldwin, Georgia","13009","117.0","99.3","137.3","163"
"Iron, Utah","49021","117.0","97.6","139.1","136"
"Cattaraugus, New York","36009","117.0","104.2","131.0","319"
"Seneca, New York","36099","117.0","98.1","138.7","142"
"New Kent, Virginia","51127","117.0","93.7","145.4","93"
"Boyle, Kentucky","21021","116.9","95.4","142.0","107"
"Morgan, Utah","49029","116.9","79.6","166.1","33"
"Lawrence, Illinois","17101","116.8","88.6","151.6","59"
"Orange, New York","36071","116.8","110.0","124.0","1169"
"Norfolk, Virginia","51710","116.8","107.2","127.0","597"
"Lunenburg, Virginia","51111","116.7","88.3","153.0","60"
"Bonneville, Idaho","16019","116.7","103.9","130.7","316"
"McCulloch, Texas","48307","116.6","81.5","164.1","37"
"Crook, Wyoming","56011","116.6","79.5","167.7","34"
"Mills, Iowa","19129","116.6","88.9","151.2","64"
"Clark, Missouri","29045","116.6","78.6","169.5","31"
"Lumpkin, Georgia","13187","116.6","95.9","140.8","120"
"Sheboygan, Wisconsin","55117","116.6","105.7","128.3","446"
"Queens, New York","36081","116.5","113.7","119.2","7218"
"Etowah, Alabama","1055","116.5","104.8","129.2","383"
"Bayfield, Wisconsin","55007","116.5","93.4","145.9","93"
"Hockley, Texas","48219","116.4","90.6","147.4","72"
"Caroline, Maryland","24011","116.4","95.8","140.5","117"
"Thomas, Georgia","13275","116.4","98.7","136.7","158"
"Beaver, Utah","49001","116.4","72.4","178.5","22"
"Union, Arkansas","5139","116.3","97.8","137.5","148"
"Fayette, Illinois","17051","116.3","92.7","144.6","85"
"Wilkinson, Georgia","13319","116.3","79.2","166.4","33"
"Butler, Alabama","1013","116.3","91.2","147.0","77"
"Lubbock, Texas","48303","116.2","108.0","124.9","772"
"Harrison, Mississippi","28047","116.1","107.0","125.8","630"
"McCracken, Kentucky","21145","116.0","101.7","131.9","250"
"Clearfield, Pennsylvania","42033","116.0","103.8","129.4","338"
"Hendricks, Indiana","18063","115.9","105.3","127.3","475"
"Lancaster, Nebraska","31109","115.9","108.2","123.9","910"
"Eaton, Michigan","26045","115.9","104.8","128.1","420"
"Polk, Wisconsin","55095","115.9","99.9","134.2","196"
"St. Tammany, Louisiana","22103","115.8","108.0","124.0","891"
"Queen Anne's, Maryland","24035","115.8","100.0","133.7","202"
"Westmoreland, Virginia","51193","115.8","91.1","146.4","85"
"Juneau, Wisconsin","55057","115.8","95.2","140.2","116"
"Craighead, Arkansas","5031","115.7","102.5","130.0","293"
"Falls Church, Virginia","51610","115.7","80.0","161.5","39"
"Allegany, Maryland","24001","115.7","102.6","130.2","288"
"St. John the Baptist, Louisiana","22095","115.7","96.7","137.5","143"
"Scott, Tennessee","47151","115.6","90.9","145.4","79"
"Colleton, South Carolina","45029","115.5","97.6","136.0","157"
"Staunton, Virginia","51790","115.5","93.0","142.6","94"
"Lincoln, Montana","30053","115.4","95.3","140.3","122"
"Kenosha, Wisconsin","55059","115.3","105.5","125.8","543"
"Chilton, Alabama","1021","115.3","97.2","135.9","153"
"Eagle, Colorado","8037","115.3","95.3","138.1","156"
"Bucks, Pennsylvania","42017","115.2","110.6","120.0","2486"
"White, Arkansas","5145","115.2","101.3","130.6","254"
"Calhoun, Illinois","17013","115.2","73.5","178.0","24"
"Rutherford, North Carolina","37161","115.2","101.7","130.2","280"
"Morrow, Ohio","39117","115.2","95.8","137.6","133"
"Walworth, South Dakota","46129","115.2","73.1","176.8","24"
"Auglaize, Ohio","39011","115.2","98.4","134.3","174"
"Faulkner, Arkansas","5045","115.1","102.3","129.0","315"
"Fillmore, Nebraska","31059","115.1","75.1","173.6","27"
"Hot Spring, Arkansas","5059","115.1","95.8","137.4","132"
"St. Clair, Alabama","1115","115.0","101.9","129.5","301"
"Scotland, North Carolina","37165","114.9","94.9","137.9","126"
"Lincoln, Nebraska","31111","114.9","95.9","136.9","134"
"Madison, Georgia","13195","114.8","93.7","139.8","109"
"Bleckley, Georgia","13023","114.8","82.0","157.2","42"
"Wetzel, West Virginia","54103","114.8","89.6","146.2","73"
"Lucas, Ohio","39095","114.8","108.8","121.1","1468"
"Cleburne, Arkansas","5023","114.8","95.8","137.4","132"
"Armstrong, Pennsylvania","42005","114.7","101.6","129.2","291"
"Arkansas, Arkansas","5001","114.7","88.5","146.8","69"
"Hillsborough, New Hampshire","33011","114.6","108.5","121.0","1436"
"Montgomery, Georgia","13209","114.6","78.3","163.8","33"
"Johnston, North Carolina","37101","114.6","104.6","125.4","546"
"Ware, Georgia","13299","114.6","94.2","138.1","116"
"Lorain, Ohio","39093","114.6","107.9","121.7","1136"
"Cache, Utah","49005","114.6","100.7","129.9","250"
"Oconee, Georgia","13219","114.5","94.4","137.9","124"
"Caroline, Virginia","51033","114.5","93.0","139.8","106"
"Obion, Tennessee","47131","114.5","94.3","138.3","119"
"Warren, North Carolina","37185","114.4","92.3","141.3","98"
"Dutchess, New York","36027","114.3","107.5","121.5","1081"
"Monona, Iowa","19133","114.3","82.2","157.8","42"
"Pierce, Georgia","13229","114.3","87.1","147.8","64"
"Monroe, Ohio","39111","114.2","87.8","147.5","67"
"Shelby, Illinois","17173","114.2","92.2","140.7","96"
"Copiah, Mississippi","28029","114.2","92.9","139.3","106"
"Cass, North Dakota","38017","114.2","103.7","125.5","466"
"Larue, Kentucky","21123","114.2","83.8","152.5","50"
"Durham, North Carolina","37063","114.2","106.1","122.8","791"
"Edgecombe, North Carolina","37065","114.2","98.5","131.9","203"
"Douglas, Wisconsin","55031","114.1","97.0","133.6","171"
"Des Moines, Iowa","19057","114.1","96.6","134.2","156"
"Cherokee, South Carolina","45021","114.1","97.8","132.3","191"
"Dubois, Indiana","18037","114.1","96.2","134.6","151"
"Larimer, Colorado","8069","114.0","107.0","121.3","1073"
"Warren, New York","36113","114.0","100.8","128.7","283"
"Crockett, Tennessee","47033","113.9","83.5","152.3","49"
"Madison, Louisiana","22065","113.9","78.4","160.3","35"
"Berks, Pennsylvania","42011","113.9","108.0","120.1","1448"
"Lafayette, Mississippi","28071","113.9","95.3","135.2","140"
"Placer, California","6061","113.9","108.0","120.2","1397"
"Wood, Wisconsin","55141","113.9","101.1","128.1","297"
"Beaufort, South Carolina","45013","113.8","105.9","122.3","855"
"Calvert, Maryland","24009","113.8","100.9","128.0","309"
"Hamilton, Ohio","39061","113.8","109.3","118.5","2545"
"Wilson, Tennessee","47189","113.8","103.1","125.4","449"
"King George, Virginia","51099","113.8","89.1","143.4","81"
"Jackson, Mississippi","28059","113.8","103.7","124.7","496"
"Wolfe, Kentucky","21237","113.7","71.4","173.2","25"
"Hancock, Mississippi","28045","113.7","97.0","132.6","178"
"Cook, Illinois","17031","113.6","111.8","115.5","15341"
"Bremer, Iowa","19017","113.6","91.7","139.7","95"
"Ward, North Dakota","38101","113.6","97.6","131.6","187"
"Washburn, Wisconsin","55129","113.6","89.3","144.4","80"
"Floyd, Kentucky","21071","113.5","94.3","135.7","135"
"Fayette, Kentucky","21067","113.5","105.7","121.7","847"
"Jessamine, Kentucky","21113","113.5","96.5","132.8","165"
"Genesee, Michigan","26049","113.5","107.6","119.7","1435"
"Island, Washington","53029","113.4","101.8","126.2","373"
"Rutherford, Tennessee","47149","113.4","105.0","122.4","739"
"Parmer, Texas","48369","113.4","75.1","164.2","29"
"Harnett, North Carolina","37085","113.4","101.3","126.5","345"
"Ransom, North Dakota","38073","113.3","69.9","176.6","22"
"Montgomery, Pennsylvania","42091","113.3","109.1","117.6","2893"
"Menard, Illinois","17129","113.3","83.2","152.0","50"
"Evangeline, Louisiana","22039","113.3","92.7","137.3","110"
"Oswego, New York","36075","113.3","102.5","125.0","435"
"Park, Montana","30067","113.2","88.0","144.6","75"
"Calhoun, Iowa","19025","113.1","82.2","153.9","45"
"Lewis, New York","36049","113.1","92.2","137.8","106"
"Butler, Pennsylvania","42019","113.1","104.7","122.1","703"
"Lawrence, Mississippi","28077","113.1","82.1","153.0","48"
"Marinette, Wisconsin","55075","113.1","97.5","131.0","199"
"Elbert, Georgia","13105","113.1","88.3","143.6","75"
"Smith, Texas","48423","113.0","104.7","121.7","714"
"Pulaski, Illinois","17153","113.0","71.1","174.3","24"
"Lawrence, Kentucky","21127","113.0","84.2","149.1","57"
"Hamilton, Illinois","17065","112.9","78.3","160.2","35"
"Jersey, Illinois","17083","112.9","89.6","141.1","84"
"Monroe, Alabama","1099","112.9","89.0","142.0","81"
"Washtenaw, Michigan","26161","112.9","105.8","120.4","1020"
"Harrison, Iowa","19085","112.9","85.5","147.5","59"
"Fisher, Texas","48151","112.8","67.6","185.0","19"
"Montgomery, North Carolina","37123","112.8","91.9","137.6","110"
"Bibb, Alabama","1007","112.7","88.2","142.2","78"
"Fulton, Ohio","39051","112.7","95.0","133.0","152"
"Hudson, New Jersey","34017","112.7","107.1","118.6","1596"
"Onslow, North Carolina","37133","112.6","101.0","125.1","359"
"Irwin, Georgia","13155","112.6","77.3","159.7","33"
"Barrow, Georgia","13013","112.6","96.4","130.7","194"
"Buffalo, Wisconsin","55011","112.6","86.2","146.2","64"
"Scott, Missouri","29201","112.6","94.0","133.9","135"
"Freestone, Texas","48161","112.6","88.8","141.4","79"
"Chippewa, Wisconsin","55017","112.6","98.4","128.3","240"
"Anne Arundel, Maryland","24003","112.6","107.3","118.1","1809"
"Pike, Alabama","1109","112.6","90.9","138.1","98"
"Union, Kentucky","21225","112.5","81.7","151.6","50"
"Tolland, Connecticut","9013","112.5","102.7","123.0","516"
"Knox, Ohio","39083","112.5","97.9","128.8","223"
"Lampasas, Texas","48281","112.5","88.7","141.3","79"
"Stafford, Virginia","51179","112.4","100.2","125.6","363"
"Uintah, Utah","49047","112.4","88.3","140.7","80"
"Platte, Wyoming","56031","112.4","80.2","156.2","42"
"Kootenai, Idaho","16055","112.4","102.9","122.6","545"
"Bear Lake, Idaho","16007","112.3","70.0","173.5","23"
"Bristol, Massachusetts","25005","112.3","107.2","117.6","1902"
"Schley, Georgia","13249","112.3","66.3","183.0","18"
"El Paso, Colorado","8041","112.2","106.8","117.7","1811"
"Cedar, Iowa","19031","112.2","87.9","142.1","76"
"Fairfield, Ohio","39045","112.2","102.4","122.7","510"
"Marshall, Illinois","17123","112.2","83.6","149.3","54"
"Merrick, Nebraska","31121","112.1","75.8","161.9","32"
"Saginaw, Michigan","26145","112.1","103.9","120.9","710"
"Door, Wisconsin","55029","112.1","94.3","133.5","150"
"Thurston, Washington","53067","112.1","104.7","120.0","904"
"Wasatch, Utah","49051","112.1","88.1","140.7","82"
"Montour, Pennsylvania","42093","112.1","87.1","142.9","70"
"Shiawassee, Michigan","26155","112.1","98.4","127.4","254"
"Ocean, New Jersey","34029","112.1","107.6","116.9","2331"
"Lake, Indiana","18089","112.1","106.4","117.9","1580"
"Ohio, West Virginia","54069","112.1","95.5","131.1","173"
"Benzie, Michigan","26019","112.0","89.0","140.6","86"
"Gage, Nebraska","31067","112.0","90.1","138.5","92"
"Alamance, North Carolina","37001","112.0","102.4","122.3","519"
"Lee, Alabama","1081","111.9","100.2","124.6","367"
"Nemaha, Nebraska","31127","111.9","71.8","168.1","26"
"Knox, Tennessee","47093","111.8","106.0","117.9","1439"
"Ada, Idaho","16001","111.8","105.6","118.4","1276"
"Defiance, Ohio","39039","111.8","93.5","133.0","138"
"Talbot, Georgia","13263","111.7","73.0","168.8","29"
"Greenville, South Carolina","45045","111.7","106.1","117.6","1556"
"Ramsey, North Dakota","38071","111.7","82.0","150.2","48"
"Camden, Georgia","13039","111.7","93.8","132.1","148"
"Chaffee, Colorado","8015","111.7","90.1","138.3","97"
"Morrill, Nebraska","31123","111.7","68.8","176.3","21"
"Macomb, Michigan","26099","111.6","107.5","115.8","2938"
"Yates, New York","36123","111.6","90.6","136.8","102"
"Valley, Idaho","16085","111.6","82.4","150.6","56"
"Orleans, New York","36073","111.6","94.2","131.5","154"
"Humphreys, Tennessee","47085","111.6","87.3","141.5","75"
"Gillespie, Texas","48171","111.5","92.6","134.1","136"
"Franklin, Iowa","19069","111.5","80.4","152.4","44"
"Osceola, Michigan","26133","111.5","90.5","136.6","102"
"Dallas, Arkansas","5039","111.5","75.8","161.0","32"
"Randolph, Alabama","1111","111.5","88.6","139.1","88"
"Cameron, Louisiana","22023","111.4","70.6","169.5","25"
"Tulsa, Oklahoma","40143","111.4","106.2","116.9","1794"
"Chesapeake, Virginia","51550","111.4","102.9","120.5","690"
"Livingston, Illinois","17105","111.4","93.1","132.5","137"
"Butler, Nebraska","31023","111.4","76.3","159.4","33"
"Clinton, Kentucky","21053","111.4","78.6","154.7","39"
"Brown, Wisconsin","55009","111.3","103.6","119.5","816"
"Tuscarawas, Ohio","39157","111.3","99.8","124.0","350"
"Pender, North Carolina","37141","111.3","96.5","127.9","218"
"Lincoln, Wisconsin","55069","111.3","92.3","133.7","125"
"Vernon, Wisconsin","55123","111.2","92.4","133.2","128"
"Randolph, Indiana","18135","111.2","89.8","136.7","96"
"Montgomery, Maryland","24031","111.2","107.2","115.2","3169"
"Weber, Utah","49057","111.2","102.5","120.4","636"
"Dorchester, South Carolina","45035","111.1","100.6","122.4","455"
"Macon, Georgia","13193","111.1","81.5","148.9","52"
"Steuben, New York","36101","111.1","100.0","123.2","383"
"Vermilion, Illinois","17183","111.1","98.5","125.1","289"
"Lehigh, Pennsylvania","42077","111.1","104.8","117.7","1197"
"Hamblen, Tennessee","47063","111.0","96.7","127.1","222"
"Miami-Dade, Florida","12086","111.0","108.6","113.5","8147"
"Antrim, Michigan","26009","110.9","91.5","134.3","121"
"Bossier, Louisiana","22015","110.9","99.6","123.3","360"
"St. Charles, Missouri","29183","110.9","104.6","117.6","1203"
"Yankton, South Dakota","46135","110.8","87.4","138.8","81"
"Hall, Nebraska","31079","110.8","95.4","128.0","193"
"Butte, California","6007","110.8","103.1","119.0","801"
"Monroe, Illinois","17133","110.8","91.6","133.2","124"
"Jefferson, Florida","12065","110.7","83.9","144.8","63"
"Woodford, Kentucky","21239","110.7","88.3","137.6","93"
"Leelanau, Michigan","26089","110.7","91.0","134.9","121"
"Knox, Nebraska","31107","110.7","77.9","155.6","38"
"Galax, Virginia","51640","110.6","69.7","169.0","23"
"Okanogan, Washington","53047","110.6","94.3","129.3","177"
